sphtx_account;amount
0x7e31c9ce97adfbb6e8;12.75
0x42c05e4704e5e0e93d;186.588998
0x0b7920d5c82c65ee2a;1104.773492
0x64bfd0be84a48cb0a7;4864.003367
0x0b7819053e523c47af;84.25399
0x7ed28e91c1a98c20f5;132.5
0x196bf1e9611324bb24;45.49
meto;6076.254208
sopeli;535.865275
0xe455ee12cd7d4e48f9;590.15
0xe7d7bfc91531932eb5;170.2
sophiacoinswap;8300.035095
0x4a69986a9c46e1f3f1;514.5
0x091ae3faa903e88f30;31.289736
cryptoadkt;57.984212
